Date,Title,Quantity Sold,Total Revenue
2025-12-22,Book_9320,4,2388
2025-09-21,Book_6423,5,1615
2025-04-04,Book_4556,1,914
2025-09-11,Book_7193,5,2535
2025-03-26,Book_8183,5,3620
2025-06-20,Book_8028,2,1238
2025-12-23,Book_830,2,476
2025-03-10,Book_490,4,1480
2025-01-07,Book_8038,2,1104
2025-12-19,Book_2832,4,3340
2025-10-19,Book_7720,3,1269
2025-10-11,Book_6522,1,184
2025-01-28,Book_8265,3,2400
2025-01-03,Book_923,2,366
2025-05-31,Book_6231,1,668
2025-11-11,Book_3110,4,3800
2025-11-27,Book_6912,2,332
2025-10-14,Book_6502,4,2484
2025-03-09,Book_9566,4,908
2025-01-22,Book_2145,5,4465
2025-02-05,Book_2405,3,2589
2025-12-22,Book_6894,5,4155
2025-07-28,Book_3991,3,1290
2025-06-12,Book_6000,5,2035
2025-02-24,Book_2191,5,4045
2025-02-13,Book_9090,5,1285
2025-04-25,Book_4587,1,376
2025-03-22,Book_2786,1,835
2025-08-02,Book_8434,3,1407
2025-06-19,Book_145,3,2856
2025-08-01,Book_711,4,3944
2025-10-04,Book_3021,4,3328
2025-12-15,Book_5775,1,418
2025-07-10,Book_9982,1,111
2025-08-01,Book_6010,5,1850
2025-08-09,Book_9099,3,1836
2025-11-09,Book_4130,4,3788
2025-04-27,Book_1080,5,3835
2025-02-14,Book_5600,5,795
2025-12-04,Book_8723,2,1872
2025-11-02,Book_9761,1,865
2025-03-09,Book_9963,3,1014
2025-05-22,Book_3841,4,2684
2025-01-09,Book_3050,2,1870
2025-07-28,Book_9001,4,2824
2025-05-15,Book_3371,1,224
2025-03-03,Book_9799,4,412
2025-01-26,Book_2416,4,752
2025-09-07,Book_4757,3,2844
2025-05-05,Book_5321,4,2504
2025-06-02,Book_4720,1,605
2025-06-01,Book_5581,3,2064
2025-12-07,Book_5068,1,549
2025-04-19,Book_6980,1,301
2025-05-20,Book_1791,3,2319
2025-01-11,Book_375,5,1925
2025-03-06,Book_5745,5,1990
2025-07-04,Book_8789,5,3060
2025-10-13,Book_2197,3,2322
2025-07-29,Book_3280,5,2820
2025-01-19,Book_3725,5,2995
2025-11-01,Book_7598,2,1214
2025-12-11,Book_1041,4,3788
2025-03-20,Book_6677,5,935
2025-05-28,Book_7622,4,2660
2025-05-12,Book_2894,2,836
2025-02-09,Book_5320,3,1839
2025-09-04,Book_473,4,3772
2025-08-27,Book_3200,3,2238
2025-11-23,Book_2114,1,638
2025-07-11,Book_7755,2,1116
2025-11-13,Book_6214,2,908
2025-06-04,Book_4460,2,408
2025-02-12,Book_5505,5,1250
2025-06-27,Book_5469,4,3320
2025-05-18,Book_9216,4,3864
2025-02-05,Book_8831,2,808
2025-02-24,Book_1154,1,648
2025-04-15,Book_249,5,4695
2025-03-02,Book_7373,5,520
2025-04-07,Book_8078,2,1376
2025-06-15,Book_8580,4,764
2025-11-25,Book_2336,4,2224
2025-10-04,Book_8873,3,2208
2025-03-17,Book_8851,4,2052
2025-07-02,Book_6473,2,1324
2025-05-13,Book_5715,5,1195
2025-05-14,Book_2439,4,656
2025-05-07,Book_1202,5,1530
2025-02-01,Book_8122,2,212
2025-06-28,Book_3417,4,2872
2025-12-06,Book_5495,2,998
2025-05-29,Book_6019,3,1992
2025-09-17,Book_7276,2,1002
2025-04-12,Book_4685,1,766
2025-10-29,Book_4519,3,2925
2025-10-31,Book_9470,3,1356
2025-12-30,Book_5201,2,940
2025-10-20,Book_1041,2,1894
2025-05-01,Book_2856,1,494
2025-12-05,Book_2385,5,955
2025-02-16,Book_9895,5,915
2025-10-06,Book_7602,2,240
2025-04-25,Book_9470,3,1356
2025-05-18,Book_1069,3,618
2025-06-24,Book_9547,4,2000
2025-05-25,Book_9641,2,1948
2025-11-27,Book_6624,1,855
2025-02-10,Book_840,4,3416
2025-10-03,Book_2697,4,1084
2025-11-21,Book_2533,1,166
2025-08-20,Book_5650,4,960
2025-09-26,Book_8460,1,476
2025-04-06,Book_2281,3,1326
2025-01-13,Book_9233,1,252
2025-10-27,Book_732,5,4050
2025-08-13,Book_4568,5,935
2025-05-03,Book_2318,2,402
2025-01-15,Book_9515,4,1584
2025-12-19,Book_4135,3,2310
2025-06-15,Book_9811,1,842
2025-10-12,Book_8412,2,950
2025-07-28,Book_6706,1,366
2025-01-22,Book_5265,1,215
2025-09-04,Book_149,1,161
2025-07-28,Book_3559,4,2140
2025-05-09,Book_2716,2,1786
2025-05-15,Book_2513,1,676
2025-01-02,Book_6726,1,211
2025-08-30,Book_9954,5,4580
2025-09-23,Book_1400,3,2865
2025-04-12,Book_7734,5,4880
2025-12-20,Book_7129,2,1708
2025-02-10,Book_4770,1,946
2025-06-16,Book_1443,4,636
2025-03-10,Book_2466,3,2199
2025-08-06,Book_475,4,1280
2025-05-20,Book_7537,2,1696
2025-07-01,Book_4243,3,1797
2025-01-12,Book_1752,2,1240
2025-09-06,Book_8918,3,2427
2025-11-28,Book_4313,3,1116
2025-03-13,Book_6985,2,616
2025-12-02,Book_2860,3,687
2025-04-02,Book_7101,4,3164
2025-04-01,Book_8022,4,3132
2025-08-11,Book_546,4,2124
2025-04-12,Book_5808,2,684
2025-11-02,Book_3953,5,4130
2025-10-28,Book_3992,2,1208
2025-08-01,Book_3086,2,834
2025-08-14,Book_865,1,438
2025-04-28,Book_2769,3,2601
2025-10-21,Book_9414,2,444
2025-07-31,Book_9300,5,4010
2025-05-28,Book_710,3,1260
2025-08-02,Book_8321,5,1120
2025-11-16,Book_3269,2,574
2025-01-05,Book_6081,1,587
2025-07-25,Book_9267,3,444
2025-04-19,Book_9853,1,672
2025-03-11,Book_4754,3,804
2025-12-06,Book_4860,1,768
2025-06-07,Book_6866,3,2979
2025-02-21,Book_7868,5,1810
2025-05-26,Book_7003,2,1998
2025-08-20,Book_1455,4,3720
2025-03-02,Book_5630,3,2424
2025-10-18,Book_9352,3,1164
2025-03-11,Book_1555,2,1282
2025-02-01,Book_6359,4,3068
2025-08-27,Book_7055,3,1098
2025-03-05,Book_5172,5,2840
2025-02-28,Book_2162,3,2007
2025-01-16,Book_8179,1,399
2025-05-14,Book_7800,1,407
2025-01-05,Book_6368,3,1329
2025-10-22,Book_792,3,495
2025-04-12,Book_4290,3,531
2025-01-08,Book_1921,4,1604
2025-10-17,Book_5467,5,4980
2025-08-06,Book_6122,1,902
2025-02-17,Book_1190,5,2765
2025-03-29,Book_5873,1,118
2025-07-30,Book_6600,1,106
2025-06-03,Book_2189,5,4760
2025-01-13,Book_5320,1,613
2025-04-15,Book_1255,1,899
2025-11-01,Book_4932,4,3372
2025-11-14,Book_9984,3,2580
2025-07-11,Book_4066,2,1560
2025-09-19,Book_2650,4,2900
2025-07-11,Book_9498,4,1108
2025-08-27,Book_7537,1,848
2025-12-17,Book_8480,4,2844
2025-08-17,Book_2096,1,633
2025-04-25,Book_1438,5,1710
2025-10-06,Book_5545,5,4375
2025-02-20,Book_4450,4,3400
2025-09-28,Book_3679,3,1308
2025-06-20,Book_3192,2,1646
2025-02-17,Book_6573,4,1684
2025-03-17,Book_7791,4,832
2025-11-15,Book_1412,5,1515
2025-12-02,Book_1406,3,2964
2025-10-07,Book_6193,2,1860
2025-11-11,Book_8352,4,1380
2025-08-13,Book_1063,5,2890
2025-04-05,Book_8117,2,866
2025-08-09,Book_8522,1,215
2025-07-16,Book_5513,5,1790
2025-09-29,Book_6297,2,1364
2025-01-28,Book_484,2,1998
2025-07-16,Book_9067,5,805
2025-06-21,Book_3901,2,1286
2025-08-07,Book_2589,2,850
2025-07-22,Book_9408,5,740
2025-10-21,Book_7844,5,1570
2025-09-29,Book_6224,1,806
2025-12-21,Book_7722,2,794
2025-11-05,Book_5002,5,815
2025-12-07,Book_6476,3,1404
2025-06-18,Book_5031,2,506
2025-07-15,Book_192,4,920
2025-08-12,Book_2802,2,1970
2025-12-01,Book_3460,3,2640
2025-04-26,Book_777,4,2184
2025-11-26,Book_2737,1,555
2025-08-01,Book_9537,3,762
2025-09-30,Book_1510,2,564
2025-07-20,Book_7110,3,1866
2025-11-03,Book_3695,4,2920
2025-10-16,Book_4046,5,2525
2025-12-16,Book_3685,3,2607
2025-07-16,Book_5617,1,133
2025-09-13,Book_8208,1,635
2025-12-12,Book_9834,4,2108
2025-05-18,Book_4749,1,220
2025-05-25,Book_7480,5,2190
2025-11-06,Book_8046,5,2070
2025-09-06,Book_7770,4,3116
2025-07-02,Book_891,2,1820
2025-05-24,Book_1202,2,612
2025-08-25,Book_6619,1,411
2025-11-03,Book_8183,1,724
2025-08-28,Book_7791,3,624
2025-12-24,Book_9388,5,560
2025-05-24,Book_7749,2,1420
2025-03-25,Book_2040,1,108
2025-09-30,Book_9005,2,1662
2025-03-29,Book_2549,2,632
2025-04-21,Book_625,3,2631
2025-06-18,Book_763,4,2048
2025-12-15,Book_7913,3,1623
2025-01-11,Book_8158,1,357
2025-05-25,Book_6395,3,828
2025-06-14,Book_6094,1,244
2025-06-29,Book_611,4,2300
2025-07-03,Book_9873,1,189
2025-01-25,Book_1902,1,874
2025-02-01,Book_2834,2,782
2025-03-04,Book_1331,5,1980
2025-06-26,Book_1256,3,909
2025-03-13,Book_5959,1,323
2025-10-19,Book_7394,3,2763
2025-02-28,Book_3680,2,1928
2025-08-24,Book_9967,4,2480
2025-04-18,Book_4057,3,1056
2025-03-17,Book_4368,3,1857
2025-05-17,Book_2731,2,1120
2025-11-03,Book_5003,4,2856
2025-10-20,Book_4112,5,3590
2025-03-30,Book_2444,5,1595
2025-06-08,Book_8422,1,355
2025-02-12,Book_5405,3,1590
2025-05-25,Book_9689,1,278
2025-12-14,Book_9936,4,3744
2025-02-04,Book_7654,4,644
2025-08-25,Book_2157,5,795
2025-03-25,Book_8602,5,525
2025-11-07,Book_9552,1,398
2025-08-28,Book_2055,1,608
2025-06-02,Book_1370,1,361
2025-03-20,Book_6186,4,660
2025-09-26,Book_8302,5,3890
2025-11-05,Book_4771,3,1284
2025-09-27,Book_1090,4,2368
2025-09-11,Book_7777,4,3632
2025-02-10,Book_7529,4,1960
2025-09-22,Book_1835,5,4570
2025-02-08,Book_4645,4,1236
2025-01-09,Book_1694,3,1947
2025-11-08,Book_1507,1,271
2025-03-19,Book_855,4,2204
2025-12-04,Book_6438,1,658
2025-07-03,Book_3919,2,464
2025-06-08,Book_7494,5,2475
2025-04-09,Book_8576,4,952
2025-05-24,Book_6760,3,1497
2025-12-28,Book_1302,3,1347
2025-12-23,Book_4351,1,838
2025-06-30,Book_7339,2,434
2025-03-25,Book_9812,4,1572
2025-12-30,Book_4492,5,4825
2025-10-26,Book_329,2,1608
2025-01-19,Book_6034,1,463
2025-09-11,Book_6178,3,1020
2025-05-11,Book_9529,2,250
2025-05-05,Book_6882,2,210
2025-11-18,Book_5479,2,1710
2025-01-15,Book_5169,3,2166
2025-09-27,Book_1136,3,2703
2025-07-14,Book_2451,1,869
2025-04-20,Book_510,5,4290
2025-03-23,Book_1334,4,3676
2025-07-07,Book_3136,4,712
2025-10-20,Book_4433,4,1788
2025-07-03,Book_7792,4,476
2025-09-03,Book_4224,3,843
2025-10-07,Book_1149,4,2140
2025-09-17,Book_9530,5,3110
2025-03-29,Book_4440,5,3710
2025-01-04,Book_3890,2,1788
2025-12-13,Book_5102,2,982
2025-08-10,Book_4210,3,2301
2025-03-19,Book_3631,5,4110
2025-06-17,Book_9627,5,4090
2025-06-16,Book_755,5,4410
2025-05-31,Book_5559,3,1506
2025-06-09,Book_4102,3,1926
2025-09-24,Book_5012,2,876
2025-11-15,Book_9756,5,2165
2025-04-01,Book_5802,5,3265
2025-07-04,Book_8628,5,2755
2025-10-31,Book_8563,2,890
2025-02-22,Book_5374,4,3212
2025-12-18,Book_3905,2,412
2025-12-01,Book_7159,1,111
2025-11-08,Book_8329,4,4000
2025-11-25,Book_3664,2,1902
2025-02-06,Book_9448,3,1149
2025-12-15,Book_4236,5,1370
2025-01-04,Book_2109,5,2680
2025-01-28,Book_8585,2,1352
2025-05-21,Book_605,4,2848
2025-07-07,Book_4578,4,1980
2025-11-02,Book_4581,2,1668
2025-03-31,Book_6216,1,201
2025-05-18,Book_8631,4,2476
2025-09-09,Book_6551,5,4435
2025-04-30,Book_9369,5,1650
2025-02-02,Book_544,5,3500
2025-03-29,Book_367,5,3560
2025-01-22,Book_6045,4,800
2025-06-15,Book_3830,1,941
2025-07-21,Book_6861,3,1314
2025-11-17,Book_8024,4,1736
2025-01-06,Book_4494,4,3268
2025-09-10,Book_7405,4,592
2025-04-23,Book_6080,1,808
2025-08-28,Book_3866,2,1966
2025-06-06,Book_6440,1,919
2025-04-03,Book_1795,2,1492
2025-01-17,Book_2697,3,813
2025-06-22,Book_5025,4,1768
2025-04-05,Book_7617,1,360
2025-03-04,Book_5249,1,351
2025-04-13,Book_9353,1,242
2025-12-06,Book_9960,1,947
2025-09-02,Book_6972,1,303
2025-08-31,Book_8354,3,2133
2025-06-17,Book_4029,1,357
2025-03-19,Book_3515,3,1374
2025-05-23,Book_9155,2,1402
2025-08-21,Book_5899,4,1996
2025-08-15,Book_799,2,268
2025-02-24,Book_5973,3,2229
2025-11-09,Book_6109,4,1020
2025-04-10,Book_6643,2,868
2025-02-24,Book_8839,1,571
2025-12-07,Book_208,3,2568
2025-06-17,Book_2275,5,4710
2025-12-08,Book_9661,2,510
2025-09-24,Book_5563,4,2960
2025-03-23,Book_1789,3,711
2025-03-23,Book_6448,4,2908
2025-12-05,Book_3666,4,1116
2025-09-12,Book_172,1,779
2025-09-16,Book_396,4,2280
2025-07-28,Book_659,4,3000
2025-10-30,Book_9785,5,3565
2025-02-27,Book_6146,2,1216
2025-02-11,Book_6095,1,278
2025-02-26,Book_7172,5,1895
2025-11-06,Book_430,4,3832
2025-10-02,Book_6249,4,1976
2025-07-29,Book_2481,1,921
2025-08-21,Book_302,3,528
2025-03-25,Book_548,5,595
2025-10-25,Book_4720,1,605
2025-02-22,Book_6269,4,1604
2025-08-19,Book_7708,5,4605
2025-01-01,Book_31,1,743
2025-12-03,Book_9198,2,1764
2025-04-17,Book_356,2,304
2025-05-12,Book_2013,5,3720
2025-07-13,Book_9864,5,620
2025-11-05,Book_8111,4,3544
2025-12-22,Book_7549,1,851
2025-12-19,Book_9472,2,1300
2025-11-16,Book_8185,2,540
2025-02-11,Book_7258,5,4005
2025-04-13,Book_1013,1,970
2025-05-26,Book_8473,1,314
2025-04-01,Book_6717,4,3584
2025-09-11,Book_2483,5,1840
2025-07-28,Book_6353,4,2336
2025-11-08,Book_7174,2,284
2025-02-01,Book_1177,3,1131
2025-12-15,Book_8013,5,2890
2025-08-01,Book_9258,4,1500
2025-03-13,Book_1451,5,4535
2025-12-14,Book_7360,1,138
2025-07-04,Book_2781,4,2388
2025-03-16,Book_5927,5,4570
2025-10-21,Book_4955,5,2570
2025-03-08,Book_7238,2,1150
2025-09-09,Book_7623,4,2652
2025-03-07,Book_1770,3,2568
2025-12-03,Book_9786,1,973
2025-09-05,Book_1420,3,1092
2025-07-16,Book_811,1,829
2025-11-06,Book_5018,1,832
2025-03-26,Book_376,2,1912
2025-06-16,Book_5936,5,2385
2025-04-17,Book_2792,3,1740
2025-06-17,Book_9933,2,1096
2025-09-22,Book_4453,2,1432
2025-06-17,Book_2810,2,562
2025-09-10,Book_9245,4,2844
2025-02-24,Book_9217,2,1150
2025-02-13,Book_9832,5,4560
2025-02-05,Book_5183,5,3365
2025-09-08,Book_3254,4,3760
2025-09-03,Book_1555,5,3205
2025-05-24,Book_256,5,3875
2025-06-07,Book_4866,1,741
2025-11-12,Book_8494,2,1846
2025-06-11,Book_6611,2,1004
2025-04-06,Book_3192,4,3292
2025-03-11,Book_943,4,2180
2025-03-19,Book_5660,1,980
2025-06-15,Book_3708,3,537
2025-02-27,Book_1086,1,121
2025-10-25,Book_6085,5,2515
2025-08-20,Book_4111,2,1758
2025-06-28,Book_7896,5,1430
2025-03-23,Book_8195,3,2343
2025-11-06,Book_4413,2,1810
2025-02-10,Book_4959,1,312
2025-02-20,Book_7027,4,3376
2025-03-09,Book_8104,2,364
2025-05-27,Book_9046,2,242
2025-06-26,Book_671,5,970
2025-10-28,Book_6061,4,3072
2025-04-27,Book_9252,5,3365
2025-06-14,Book_6400,3,2178
2025-08-05,Book_7367,2,450
2025-06-28,Book_7643,4,576
2025-03-25,Book_3049,3,378
2025-07-03,Book_3303,3,2508
2025-12-22,Book_2350,2,900
2025-07-27,Book_4347,4,3276
2025-11-30,Book_9517,4,2672
2026-01-01,Book_3215,3,1368
2025-06-13,Book_307,2,1544
2025-01-25,Book_976,3,1791
2025-09-14,Book_8743,4,1400
2025-08-08,Book_9852,1,320
2025-07-28,Book_32,3,408
2025-10-16,Book_9260,3,1161
2025-01-04,Book_2579,3,507
2025-03-24,Book_5193,3,840
2025-09-29,Book_8598,3,708
2025-11-06,Book_9616,2,1928
2025-03-20,Book_7689,2,886
2025-07-17,Book_6996,1,237
2025-11-11,Book_6954,4,1656
2025-05-07,Book_2407,2,1192
2025-08-14,Book_9813,5,4185
2025-08-15,Book_9974,2,804
2025-11-02,Book_3914,3,984
2025-07-22,Book_7956,4,3668
2025-12-08,Book_1285,5,2905
2025-01-19,Book_9926,1,454
2025-07-18,Book_7760,1,231
2025-03-13,Book_3349,4,1440
2025-07-08,Book_7659,3,1104
2025-06-09,Book_5261,4,3948
2025-10-05,Book_150,5,4415
2025-04-29,Book_9259,4,908
2025-07-16,Book_4442,4,3728
2025-06-27,Book_651,1,728
2025-05-30,Book_6964,4,1352
2025-03-28,Book_3174,5,2730
2025-11-08,Book_1536,4,2640
2025-07-22,Book_329,4,3216
2025-10-13,Book_2549,1,316
2025-07-10,Book_8899,2,1878
2025-10-20,Book_4721,4,620
2025-06-14,Book_2039,4,3776
2025-07-13,Book_6774,5,1900
2025-10-28,Book_8471,4,2768
2025-09-24,Book_323,1,909
2025-10-16,Book_7963,5,4805
2025-11-12,Book_584,4,588
2025-12-17,Book_6831,1,852
2025-10-22,Book_9265,4,2480
2025-06-23,Book_9212,4,1880
2025-06-03,Book_648,2,1860
2025-04-27,Book_9444,4,3364
2025-06-10,Book_9043,2,756
2025-02-15,Book_6833,1,936
2025-06-01,Book_5431,5,4155
2025-04-13,Book_216,2,1206
2025-05-24,Book_8984,5,1000
2025-03-05,Book_8481,5,3775
2025-09-18,Book_9366,1,644
2025-01-07,Book_2061,4,3604
2025-10-17,Book_9710,1,321
2025-01-21,Book_5629,4,1476
2025-03-22,Book_8941,5,2005
2025-07-21,Book_8399,4,1836
2025-06-22,Book_3426,5,3795
2025-08-14,Book_8530,3,528
2025-01-20,Book_2965,2,548
2025-02-11,Book_8917,5,2185
2025-02-12,Book_2403,1,342
2025-09-19,Book_7760,4,924
2025-01-02,Book_5864,4,1060
2025-12-13,Book_6655,1,305
2025-12-23,Book_1566,2,922
2025-11-11,Book_3478,1,666
2025-12-09,Book_636,3,1356
2025-01-02,Book_1773,4,3516
2025-01-18,Book_2692,3,1578
2025-07-30,Book_4039,5,2390
2025-05-19,Book_8295,2,1038
2025-04-28,Book_1373,3,1683
2025-03-18,Book_8522,5,1075
2025-11-24,Book_6483,1,581
2025-03-31,Book_6454,3,1155
2025-06-12,Book_6764,3,2343
2025-08-03,Book_2519,4,3408
2025-01-21,Book_3993,2,1818
2025-06-13,Book_7533,1,624
2025-04-26,Book_6221,1,761
2025-06-30,Book_9604,4,2604
2025-09-10,Book_3389,4,2600
2025-05-12,Book_6488,3,2892
2025-04-27,Book_6597,5,3820
2025-05-28,Book_9538,5,3620
2025-04-14,Book_7321,5,3025
2025-10-21,Book_923,4,732
2025-05-06,Book_3045,1,792
2025-02-15,Book_8123,5,775
2025-01-21,Book_2961,5,1030
2025-07-23,Book_4000,2,1102
2025-12-17,Book_3505,5,795
2025-01-09,Book_3137,3,2850
2025-03-20,Book_1557,3,2721
2025-12-27,Book_6730,2,1286
2025-10-28,Book_6152,2,1216
2025-01-09,Book_1881,1,789
2025-04-19,Book_3171,3,2970
2025-05-05,Book_6992,3,2409
2025-08-22,Book_5609,2,1402
2025-10-24,Book_7024,1,348
2025-11-09,Book_2307,5,815
2025-05-11,Book_1482,3,621
2025-02-14,Book_1913,3,960
2025-11-01,Book_5529,1,378
2025-12-25,Book_6675,2,904
2025-04-19,Book_5179,1,295
2025-10-27,Book_8048,1,431
2025-08-04,Book_2261,3,834
2025-12-04,Book_878,4,3060
2025-03-24,Book_2595,3,1086
2025-02-06,Book_5368,1,682
2025-08-27,Book_2469,1,824
2025-08-31,Book_2700,2,1160
2025-01-15,Book_1880,4,524
2025-06-06,Book_6293,3,1239
2025-07-22,Book_4228,5,2745
2025-03-08,Book_6744,1,828
2025-03-06,Book_9711,1,347
2025-10-15,Book_9017,5,870
2025-07-07,Book_8918,4,3236
2025-02-03,Book_3368,2,816
2025-01-18,Book_6785,1,857
2025-06-21,Book_1722,1,706
2025-12-04,Book_8824,3,1485
2025-12-15,Book_7203,1,565
2025-04-13,Book_9728,4,2352
2025-06-06,Book_7624,1,502
2025-01-25,Book_2185,1,868
2025-06-14,Book_7953,1,130
2025-04-10,Book_8970,1,598
2025-03-05,Book_2684,2,236
2025-08-10,Book_4487,4,476
2025-06-30,Book_999,3,1443
2025-04-29,Book_9617,3,2373
2025-04-05,Book_988,2,996
2025-10-10,Book_1921,4,1604
2025-07-12,Book_3333,4,3476
2025-07-12,Book_5146,1,914
2025-05-21,Book_5884,4,3500
2025-08-11,Book_2703,5,1945
2025-06-13,Book_8013,4,2312
2025-03-13,Book_8128,4,3796
2025-08-29,Book_494,5,3405
2025-07-12,Book_8908,5,1920
2025-04-11,Book_7703,1,992
2025-09-16,Book_3952,3,2286
2025-09-10,Book_3138,5,2715
2025-09-04,Book_3398,5,3205
2025-02-23,Book_9477,4,2772
2025-11-08,Book_3765,3,1131
2025-10-08,Book_2648,1,150
2025-12-12,Book_2908,3,2250
2025-03-06,Book_8145,2,202
2025-01-21,Book_4921,2,1426
2025-12-21,Book_7848,1,397
2025-12-15,Book_25,4,468
2025-02-17,Book_803,5,840
2025-11-14,Book_5994,5,1425
2025-05-13,Book_144,5,2505
2025-04-19,Book_9128,1,865
2025-04-21,Book_1804,2,336
2025-04-06,Book_735,3,2337
2025-07-10,Book_7352,1,862
2025-03-20,Book_5088,3,2373
2025-02-15,Book_961,4,1652
2025-10-20,Book_4334,1,791
2025-03-21,Book_8076,4,1764
2025-04-22,Book_4030,2,1674
2025-05-30,Book_2593,5,3125
2025-09-06,Book_4691,2,1560
2025-11-29,Book_3180,3,1425
2025-06-09,Book_7186,1,680
2025-05-18,Book_1741,3,396
2025-03-16,Book_5768,4,2240
2025-03-25,Book_5178,5,685
2025-04-01,Book_5733,3,2208
2025-08-01,Book_9408,1,148
2025-02-16,Book_3762,1,774
2025-04-24,Book_823,1,684
2026-01-01,Book_6467,4,2252
2025-01-27,Book_8754,5,4670
2025-10-24,Book_8073,4,3984
2025-04-01,Book_1769,3,1530
2025-01-31,Book_744,2,1264
2025-06-13,Book_6799,3,1383
2025-09-07,Book_7297,5,4630
2025-12-25,Book_8047,4,2496
2025-08-30,Book_467,5,4615
2025-08-27,Book_9449,5,570
2025-05-03,Book_9393,1,850
2025-10-17,Book_7378,3,1320
2025-10-14,Book_4795,3,2850
2025-03-09,Book_2665,2,1318
2025-11-24,Book_9118,3,2946
2025-11-03,Book_6516,1,633
2025-05-06,Book_8658,4,1776
2025-11-04,Book_6443,4,3056
2025-05-19,Book_9628,1,937
2025-10-08,Book_4413,1,905
2025-08-10,Book_7774,4,1432
2025-06-04,Book_5335,1,410
2025-05-10,Book_8890,3,1350
2025-06-03,Book_2109,3,1608
2025-06-03,Book_6734,3,2880
2025-03-15,Book_7400,4,688
2025-06-03,Book_693,3,1749
2025-09-02,Book_3730,5,4760
2025-10-24,Book_2635,5,4820
2025-07-10,Book_5040,3,2115
2025-04-25,Book_5997,5,3250
2025-07-25,Book_551,3,2496
2025-06-21,Book_7027,2,1688
2025-09-09,Book_1204,2,486
2025-01-28,Book_7734,1,976
2025-09-14,Book_1648,4,1432
2025-10-28,Book_7222,2,1570
2025-02-08,Book_5218,3,2241
2025-01-31,Book_9667,3,1266
2025-03-26,Book_7525,3,1071
2025-08-31,Book_6991,1,120
2025-06-05,Book_5288,4,1628
2025-04-02,Book_9958,5,1990
2025-10-12,Book_9193,2,278
2025-07-24,Book_5159,3,1083
2025-06-25,Book_471,1,400
2025-03-02,Book_7326,2,1058
2025-02-08,Book_9811,1,842
2025-06-17,Book_2040,3,324
2025-05-11,Book_9478,4,760
2025-05-15,Book_6750,2,1214
2025-11-07,Book_252,5,1785
2025-11-01,Book_1626,3,999
2025-09-15,Book_8334,1,400
2025-09-20,Book_4902,5,4105
2025-01-02,Book_4284,4,1172
2025-07-11,Book_858,5,3850
2025-01-03,Book_9721,5,2425
2025-05-24,Book_6871,5,640
2025-09-16,Book_9074,1,359
2025-10-13,Book_2761,4,1048
2025-10-12,Book_7938,4,1448
2025-08-23,Book_431,1,476
2025-06-06,Book_7273,4,3532
2025-02-07,Book_7281,5,520
2025-10-12,Book_8176,2,1702
2025-06-18,Book_2054,5,4990
2025-08-25,Book_157,5,2675
2025-07-05,Book_4662,4,1244
2025-06-27,Book_8739,1,633
2025-10-15,Book_6744,5,4140
2025-01-07,Book_3062,2,1756
2025-08-03,Book_2385,3,573
2025-12-22,Book_9228,4,3168
2025-11-17,Book_2765,5,4210
2025-10-31,Book_8115,4,1928
2025-06-30,Book_4240,2,1816
2025-11-27,Book_8978,4,3864
2025-03-15,Book_5233,2,502
2025-08-23,Book_5769,3,1713
2025-07-23,Book_5056,1,849
2025-09-11,Book_9458,3,567
2025-07-15,Book_7025,5,2690
2025-12-26,Book_7534,4,1336
2025-05-28,Book_370,3,522
2025-09-09,Book_6137,4,1352
2025-07-23,Book_2239,5,2910
2025-08-07,Book_4801,5,1295
2025-06-30,Book_1896,2,1300
2025-09-03,Book_4788,4,1080
2025-10-24,Book_2135,2,750
2025-04-11,Book_8432,4,1780
2025-10-19,Book_7407,3,2682
2025-05-09,Book_8674,1,276
2025-05-19,Book_7041,4,2412
2025-10-11,Book_947,3,1473
2025-08-14,Book_1561,1,524
2025-12-03,Book_2759,5,4975
2025-12-14,Book_4069,2,746
2025-06-01,Book_4730,5,1960
2025-04-05,Book_1338,4,3668
2025-09-21,Book_270,5,1325
2025-03-11,Book_4232,4,1904
2025-02-03,Book_177,5,3170
2025-10-10,Book_5322,3,366
2025-05-28,Book_5133,2,564
2025-01-19,Book_2504,2,1378
2025-08-16,Book_9479,1,587
2025-01-02,Book_5172,2,1136
2025-06-20,Book_7803,3,720
2025-03-09,Book_2098,4,1564
2025-03-12,Book_6710,2,994
2025-02-11,Book_6391,2,888
2025-10-09,Book_7413,3,573
2025-11-26,Book_6628,1,853
2025-04-09,Book_5674,5,4825
2025-06-08,Book_5347,5,1645
2025-12-21,Book_8452,5,3430
2025-07-15,Book_3430,4,2408
2025-01-06,Book_9493,4,1472
2025-11-12,Book_6850,3,1407
2025-05-05,Book_5535,4,1756
2025-01-27,Book_9271,4,1972
2025-12-10,Book_9870,1,918
2025-09-21,Book_7939,1,549
2025-07-03,Book_7299,2,1690
2025-11-11,Book_6681,2,786
2025-04-30,Book_2202,2,550
2025-03-05,Book_9681,3,1932
2025-05-08,Book_3655,2,1656
2025-03-27,Book_4918,4,3612
2025-04-04,Book_2481,1,921
2025-04-15,Book_9347,3,1005
2025-02-22,Book_691,5,680
2025-06-11,Book_7485,1,649
2025-05-28,Book_9906,4,644
2025-03-04,Book_6530,5,4835
2025-01-13,Book_8485,2,928
2025-11-10,Book_113,2,662
2025-11-14,Book_493,5,4625
2026-01-01,Book_9490,4,2160
